Candidates,Max depth,Min samples,Window size,Remove candi,k,useValidationSet,% Training set,useClustering,NumCluster(Medoids),Accuracy,Time
Motifs,3,10,15,0,2,False,0.6,True,20,0.7,18.66
Motifs,3,10,15,0,2,False,0.7,True,20,0.66,20.74
Motifs,3,10,15,0,2,False,0.7,True,20,0.72,21.71
Motifs,3,10,15,0,2,False,0.7,True,20,0.66,21.45
Motifs,3,10,15,0,2,False,0.7,True,20,0.73,20.64
Motifs,3,10,15,0,2,False,0.7,True,20,0.78,22.56
Motifs,3,10,15,0,2,False,0.7,True,20,0.76,24.79
Motifs,3,10,15,0,2,False,0.8,True,20,0.68,23.25
Motifs,3,10,15,0,2,False,0.8,True,20,0.66,24.6
Motifs,3,10,15,0,2,False,0.8,True,20,0.73,22.37
Motifs,3,10,15,0,2,False,0.8,True,20,0.61,25.09
Motifs,3,10,15,0,2,False,0.8,True,20,0.66,27.29
Motifs,3,10,15,0,2,False,0.9,True,20,0.73,28.19
Motifs,3,10,15,0,2,False,0.9,True,20,0.77,30.03
Motifs,3,10,15,0,2,False,0.9,True,20,0.81,27.55
Motifs,3,10,15,0,2,False,0.9,True,20,0.66,25.76
